,card_name,card_type,release,usd_price,cmc,color_identity,rarity
1827,Bringer of the Red Dawn,Creature — Bringer,2004-06-04,3.15,9.0,"['B', 'G', 'R', 'U', 'W']",rare
1828,Bringer of the White Dawn,Creature — Bringer,2004-06-04,1.68,9.0,"['B', 'G', 'R', 'U', 'W']",rare
1829,Brion Stoutarm,Legendary Creature — Giant Warrior,2018-03-16,0.52,4.0,"['R', 'W']",rare
1830,"Brisela, Voice of Nightmares",Legendary Creature — Eldrazi Angel,2016-07-22,,11.0,['W'],mythic
1831,Bristlebud Farmer,Creature — Plant Druid,2024-04-19,2.66,4.0,['G'],mythic
1832,Bristlepack Sentry,Creature — Plant Wolf,2024-04-19,0.05,2.0,['G'],common
1833,Bristling Boar,Creature — Boar,2020-04-24,0.03,4.0,['G'],common
1834,Bristling Hydra,Creature — Hydra,2016-09-30,0.12,4.0,['G'],rare
1835,"Bristly Bill, Spine Sower",Legendary Creature — Plant Druid,2024-04-19,29.92,2.0,['G'],mythic
1836,Broadside Bombardiers,Creature — Goblin Pirate,2023-11-17,9.59,3.0,['R'],rare
1837,Brokers Initiate,Creature — Cat Citizen,2022-04-29,0.02,1.0,"['G', 'U', 'W']",common
1838,Brokers Veteran,Creature — Human Soldier,2022-04-29,0.03,2.0,['U'],common
1839,"Brokkos, Apex of Forever",Legendary Creature — Nightmare Beast Elemental,2020-04-24,0.59,5.0,"['B', 'G', 'U']",mythic
1840,Brontotherium,Creature — Beast,2003-02-03,0.13,6.0,['G'],uncommon
1841,Bronzebeak Foragers,Creature — Dinosaur,2023-11-17,1.38,4.0,['W'],rare
1842,Bronzebeak Moa,Creature — Bird,2017-03-17,0.09,4.0,"['G', 'W']",uncommon
1843,Bronze Bombshell,Artifact Creature — Construct,2006-05-05,4.26,4.0,[],rare
1844,Bronze Guardian,Artifact Creature — Golem,2021-04-23,1.71,5.0,['W'],rare
1845,Bronzehide Lion,Creature — Cat,2020-01-24,0.29,2.0,"['G', 'W']",rare
1846,Bronze Horse,Artifact Creature — Horse,1995-07-01,0.24,7.0,[],rare
1847,Bronzeplate Boar,Artifact Creature — Equipment Boar,2022-02-18,0.06,3.0,['R'],uncommon
1848,Bronze Sable,Artifact Creature — Sable,2016-08-26,0.02,2.0,[],common
1849,Bronze Walrus,Artifact Creature — Walrus,2022-06-10,0.05,3.0,[],common
1850,Broodbirth Viper,Creature — Snake,2015-11-13,0.38,5.0,['U'],uncommon
1851,Brood Butcher,Creature — Eldrazi Drone,2015-10-02,0.15,5.0,"['B', 'G']",rare
1852,Broodhatch Nantuko,Creature — Insect Druid,2024-02-09,0.08,2.0,['G'],uncommon
1853,Broodhunter Wurm,Creature — Wurm,2015-10-02,0.05,4.0,['G'],common
1854,Brooding Saurian,Creature — Lizard,2013-11-01,0.17,4.0,['G'],rare
1855,Brood Keeper,Creature — Human Shaman,2014-07-18,0.11,4.0,['R'],uncommon
1856,Broodlord,Creature — Tyranid,2022-10-07,0.27,4.0,['G'],rare
1857,Broodmate Dragon,Creature — Dragon,2017-08-25,0.33,6.0,"['B', 'G', 'R']",rare
1858,Broodmate Tyrant,Creature — Dragon,2024-06-14,0.13,7.0,"['B', 'G', 'R']",rare
1859,Brood Monitor,Creature — Eldrazi Drone,2015-10-02,0.20,6.0,['G'],uncommon
1860,Brood of Cockroaches,Creature — Insect,1997-02-03,0.26,2.0,['B'],uncommon
1861,Broodrage Mycoid,Creature — Fungus,2023-11-17,0.02,4.0,['B'],common
1862,Brood Sliver,Creature — Sliver,2023-08-04,1.06,5.0,['G'],rare
1863,Broodspinner,Creature — Spider,2024-09-27,0.05,2.0,"['B', 'G']",uncommon
1864,Broodstar,Creature — Beast,2009-09-04,0.58,10.0,['U'],rare
1865,Broodwarden,Creature — Eldrazi Drone,2010-04-23,0.22,5.0,['G'],uncommon
1866,Brood Weaver,Creature — Spider,2021-09-24,0.11,4.0,['G'],uncommon
1867,Brotherhood Ambushers,Creature — Human Assassin,2024-07-05,0.09,5.0,['B'],uncommon
1868,Brotherhood Outcast,Creature — Human Soldier,2024-03-08,0.06,3.0,['W'],uncommon
1869,Brotherhood Patriarch,Creature — Human Assassin,2024-07-05,0.10,4.0,['B'],common
1870,Brotherhood Scribe,Creature — Human Artificer,2024-03-08,0.13,2.0,['W'],rare
1871,Brotherhood Spy,Creature — Human Assassin,2024-07-05,0.08,2.0,['U'],uncommon
1872,Brothers of Fire,Creature — Human Shaman,1997-03-24,0.07,3.0,['R'],common
1873,Brothers Yamazaki,Legendary Creature — Human Samurai,2004-10-01,0.22,3.0,['R'],uncommon
1874,Brown Ouphe,Creature — Ouphe,2003-10-02,0.15,1.0,['G'],uncommon
1875,"Brudiclad, Telchor Engineer",Legendary Artifact Creature — Phyrexian Artificer,2020-08-07,0.54,6.0,"['R', 'U']",rare
1876,Bruenor Battlehammer,Legendary Creature — Dwarf Warrior,2021-07-23,0.32,4.0,"['R', 'W']",uncommon
1877,"Bruna, Light of Alabaster",Legendary Creature — Angel,2018-08-09,0.38,6.0,"['U', 'W']",mythic
1878,"Bruna, the Fading Light",Legendary Creature — Angel Horror,2016-07-22,3.87,7.0,['W'],rare
1879,"Bruse Tarl, Boorish Herder",Legendary Creature — Human Ally,2016-11-11,,4.0,"['R', 'W']",mythic
1880,"Bruse Tarl, Roving Rancher",Legendary Creature — Human Warrior,2024-04-19,0.12,4.0,"['R', 'W']",rare
1881,Brushfire Elemental,Creature — Elemental,2020-09-25,0.05,2.0,"['G', 'R']",uncommon
1882,Brushstrider,Creature — Beast,2020-07-17,0.09,2.0,['G'],uncommon
1883,Brushstroke Paintermage,Creature — Human Wizard,2004-11-19,0.09,4.0,['U'],common
1884,Brushwagg,Creature — Brushwagg,1996-10-08,1.10,3.0,['G'],rare
1885,Brutal Cathar // Moonrage Brute,Creature — Human Soldier Werewolf // Creature — Werewolf,2021-09-24,0.51,3.0,"['R', 'W']",rare
1886,Brutal Deceiver,Creature — Spirit,2004-10-01,0.06,3.0,['R'],common
1887,Brutal Hordechief,Creature — Orc Warrior,2016-11-11,1.11,4.0,"['B', 'R', 'W']",mythic
1888,Brutalizer Exarch,Creature — Phyrexian Cleric,2016-11-25,0.95,6.0,['G'],uncommon
1889,Brutal Nightstalker,Creature — Nightstalker,1998-06-24,0.30,5.0,['B'],uncommon
1890,Bruvac the Grandiloquent,Legendary Creature — Human Advisor,2024-01-12,22.92,3.0,['U'],mythic
1891,Bubble Smuggler,Creature — Octopus Fish,2024-02-09,0.03,2.0,['U'],common
1892,Bubbling Beebles,Creature — Beeble,1999-06-07,0.14,5.0,['U'],common
1893,"Budoka Gardener // Dokai, Weaver of Life",Creature — Human Monk // Legendary Creature — Human Monk,2018-08-09,0.50,2.0,['G'],rare
1894,"Budoka Pupil // Ichiga, Who Topples Oaks",Creature — Human Monk // Legendary Creature — Spirit,2005-02-04,0.10,3.0,['G'],uncommon
1895,Bulette,Creature — Beast,2021-07-23,0.02,4.0,['G'],common
1896,Bull Aurochs,Creature — Aurochs,2006-07-21,0.07,2.0,['G'],common
1897,Bull Cerodon,Creature — Beast,2009-09-04,0.25,6.0,"['R', 'W']",uncommon
1898,Bull Elephant,Creature — Elephant,1997-02-03,0.14,4.0,['G'],common
1899,Bull Hippo,Creature — Hippo,2001-04-11,0.21,4.0,['G'],uncommon
1900,Bull-Rush Bruiser,Creature — Minotaur Warrior,2018-06-08,0.04,4.0,['R'],common
1901,Bulwark Giant,Creature — Giant Soldier,2024-01-12,0.02,6.0,['W'],common
1902,Bumbling Pangolin,Host Creature — Pangolin Beast,2017-12-08,0.09,4.0,['R'],common
1903,"Burakos, Party Leader",Legendary Creature — Orc,2022-06-10,,4.0,['B'],mythic
1904,Burdened Aerialist,Creature — Human Pirate,2021-06-18,0.04,3.0,['U'],common
1905,Bureau Headmaster,Creature — Human Assassin,2024-07-05,1.01,2.0,"['R', 'W']",uncommon
1906,Burglar Rat,Creature — Rat,2024-11-15,,2.0,['B'],common
1907,Burlfist Oak,Creature — Treefolk,2020-07-03,0.05,4.0,['G'],uncommon
1908,Burly Breaker // Dire-Strain Demolisher,Creature — Human Werewolf // Creature — Werewolf,2021-09-24,0.09,5.0,['G'],uncommon
1909,Burning-Eye Zubera,Creature — Zubera Spirit,2005-06-03,0.12,4.0,['R'],uncommon
1910,Burning-Fist Minotaur,Creature — Minotaur Wizard,2017-07-14,0.08,2.0,['R'],uncommon
1911,Burning Palm Efreet,Creature — Efreet,1996-10-08,0.17,4.0,['R'],uncommon
1912,Burning Prophet,Creature — Human Wizard,2024-01-12,0.02,2.0,['R'],common
1913,Burning-Rune Demon,Creature — Demon Berserker,2021-02-05,6.44,6.0,['B'],mythic
1914,Burning Shield Askari,Creature — Human Knight,1996-10-08,0.09,3.0,['R'],common
1915,Burning Sun Cavalry,Creature — Human Knight,2023-11-17,0.02,2.0,['R'],common
1916,Burning Sun's Avatar,Creature — Dinosaur Avatar,2017-09-29,0.27,6.0,['R'],rare
1917,Burning-Tree Bloodscale,Creature — Lizard Berserker,2006-02-03,0.06,4.0,"['G', 'R']",common
1918,Burning-Tree Emissary,Creature — Human Shaman,2022-07-08,0.09,2.0,"['G', 'R']",common
1919,Burning-Tree Shaman,Creature — Centaur Shaman,2006-02-03,0.79,3.0,"['G', 'R']",rare
1920,Burning-Tree Vandal,Creature — Human Rogue,2024-01-12,0.02,3.0,['R'],common
1921,Burning-Yard Trainer,Creature — Human Knight,2019-10-04,0.06,5.0,['R'],uncommon
1922,Burnished Hart,Artifact Creature — Elk,2024-11-15,0.14,3.0,[],uncommon
1923,Burrenton Bombardier,Creature — Kithkin Soldier,2010-09-03,0.10,3.0,['W'],common
1924,Burrenton Forge-Tender,Creature — Kithkin Wizard,2017-11-17,0.24,1.0,['W'],uncommon
1925,Burrenton Shield-Bearers,Creature — Kithkin Soldier,2008-02-01,0.04,5.0,['W'],common
1926,Burr Grafter,Creature — Spirit,2004-10-01,0.06,4.0,['G'],common
1927,Burrog Befuddler,Creature — Frog Wizard,2024-11-15,,2.0,['U'],common
1928,Burrowguard Mentor,Creature — Rabbit Soldier,2024-08-02,0.06,2.0,"['G', 'W']",uncommon
1929,Burrowing Razormaw,Creature — Beast,2022-11-18,0.04,3.0,['G'],common
1930,Bursting Beebles,Creature — Beeble,2004-11-19,0.13,3.0,['U'],common
1931,Bushi Tenderfoot // Kenzo the Hardhearted,Creature — Human Soldier // Legendary Creature — Human Samurai,2004-10-01,0.27,1.0,['W'],uncommon
1932,Bushmeat Poacher,Creature — Human Soldier,2020-04-24,0.06,4.0,['B'],common
1933,Bushy Bodyguard,Creature — Squirrel Warrior,2024-08-02,0.07,2.0,['G'],uncommon
1934,"Butch DeLoria, Tunnel Snake",Legendary Creature — Human Rogue,2024-03-08,0.15,2.0,['B'],uncommon
1935,Butcher Ghoul,Creature — Zombie,2016-02-26,0.42,2.0,['B'],common
1936,Butcher of Malakir,Creature — Vampire Warrior,2023-11-17,0.27,7.0,['B'],rare
1937,Butcher of the Horde,Creature — Demon,2014-09-26,0.15,4.0,"['B', 'R', 'W']",rare
1938,Butcher Orgg,Creature — Orgg,2002-10-07,0.28,7.0,['R'],rare
1939,"Butterbur, Bree Innkeeper",Legendary Creature — Human Peasant,2023-06-23,0.02,4.0,"['G', 'W']",uncommon
1940,Bygone Bishop,Creature — Spirit Cleric,2022-06-10,0.12,3.0,['W'],rare
1941,"Byrke, Long Ear of the Law",Legendary Creature — Rabbit Soldier,2024-08-02,,6.0,"['G', 'W']",mythic
1942,Byway Barterer,Creature — Raccoon Rogue,2024-08-02,0.12,3.0,['R'],rare
1943,Byway Courier,Creature — Human Scout,2016-04-08,0.03,3.0,['G'],common
1944,Cabal Archon,Creature — Human Cleric,2002-10-07,0.29,3.0,['B'],uncommon
1945,Cabal Evangel,Creature — Human Cleric,2018-04-27,0.03,2.0,['B'],common
1946,Cabal Executioner,Creature — Human Cleric,2002-10-07,0.15,4.0,['B'],uncommon
1947,Cabal Initiate,Creature — Human Warlock,2021-06-18,0.02,2.0,['B'],common
1948,Cabal Inquisitor,Creature — Human Minion,2001-10-01,0.10,2.0,['B'],common
1949,Cabal Interrogator,Creature — Zombie Wizard,2003-05-26,0.19,2.0,['B'],uncommon
1950,Cabal Paladin,Creature — Human Knight,2018-04-27,0.02,4.0,['B'],common
1951,Cabal Patriarch,Legendary Creature — Human Wizard,2023-08-04,0.03,6.0,['B'],uncommon
1952,Cabal Slaver,Creature — Human Cleric,2002-10-07,0.38,3.0,['B'],uncommon
1953,Cabal Surgeon,Creature — Human Minion,2002-02-04,0.10,4.0,['B'],common
1954,Cabal Therapist,Creature — Horror,2019-06-14,0.17,1.0,['B'],rare
1955,Cabal Torturer,Creature — Human Minion,2002-02-04,0.13,3.0,['B'],common
1956,Cabal Trainee,Creature — Human Minion,2002-05-27,0.08,1.0,['B'],common
1957,Cabaretti Initiate,Creature — Raccoon Citizen,2022-04-29,0.01,1.0,"['G', 'R', 'W']",common
1958,Cache Raiders,Creature — Merfolk Rogue,2012-03-30,0.11,5.0,['U'],uncommon
1959,Cackling Fiend,Creature — Zombie,2023-01-13,0.05,4.0,['B'],common
1960,Cackling Imp,Creature — Imp,2014-12-05,0.14,4.0,['B'],common
1961,Cackling Prowler,Creature — Hyena Rogue,2024-11-15,0.09,4.0,['G'],common
1962,Cackling Slasher,Creature — Human Assassin,2024-09-27,0.02,4.0,['B'],common
1963,Cackling Witch,Creature — Human Spellshaper,1999-10-04,0.12,2.0,['B'],uncommon
1964,Cacophodon,Creature — Dinosaur,2018-01-19,0.15,4.0,['G'],uncommon
1965,Cacophony Scamp,Creature — Phyrexian Goblin Warrior,2023-02-03,1.06,1.0,['R'],uncommon
1966,Cactarantula,Creature — Plant Spider,2024-04-19,0.05,6.0,['G'],common
1967,Cactusfolk Sureshot,Creature — Plant Mercenary,2024-04-19,0.11,4.0,"['G', 'R']",uncommon
1968,Cadaver Imp,Creature — Imp,2023-08-04,0.05,3.0,['B'],common
1969,Cadaverous Knight,Creature — Zombie Knight,2009-09-04,0.14,3.0,['B'],common
1970,"Cadira, Caller of the Small",Legendary Creature — Orc Ranger,2022-06-10,0.11,3.0,"['G', 'W']",uncommon
1971,"Cadric, Soul Kindler",Legendary Creature — Dwarf Wizard,2022-09-09,0.71,4.0,"['R', 'W']",rare
1972,"Caesar, Legion's Emperor",Legendary Creature — Human Soldier,2024-03-08,,4.0,"['B', 'R', 'W']",mythic
1973,Caged Zombie,Creature — Zombie,2020-07-03,0.04,3.0,['B'],common
1974,Cairn Wanderer,Creature — Shapeshifter,2020-04-17,0.32,5.0,['B'],rare
1975,"Cait, Cage Brawler",Legendary Creature — Human Warrior,2024-03-08,0.08,2.0,"['G', 'R']",rare
1976,Calamity Bearer,Creature — Giant Berserker,2021-02-05,0.11,4.0,['R'],rare
1977,"Calamity, Galloping Inferno",Legendary Creature — Horse Mount,2024-04-19,0.25,6.0,['R'],rare
1978,Calciderm,Creature — Beast,2021-03-19,0.03,4.0,['W'],uncommon
1979,Calcite Snapper,Creature — Turtle,2010-02-05,0.06,3.0,['U'],common
1980,Calculating Lich,Creature — Zombie Wizard,2022-06-10,0.46,6.0,['B'],mythic
1981,Caldaia Guardian,Creature — Human Soldier,2022-04-29,0.13,4.0,['G'],rare
1982,Caldaia Strongarm,Creature — Human Warrior,2022-04-29,0.01,5.0,['G'],common
1983,Caldera Hellion,Creature — Hellion,2008-10-03,0.27,5.0,['R'],rare
1984,Caldera Kavu,Creature — Kavu,2001-02-05,0.11,3.0,"['B', 'G', 'R']",common
1985,Caligo Skin-Witch,Creature — Human Wizard,2018-04-27,0.04,2.0,['B'],common
1986,"Calix, Guided by Fate",Legendary Enchantment Creature — Human Druid,2023-05-12,10.09,3.0,"['G', 'W']",mythic
1987,"Callaphe, Beloved of the Sea",Legendary Enchantment Creature — Demigod,2020-01-24,0.13,3.0,['U'],uncommon
1988,Caller of Gales,Creature — Merfolk Wizard,2016-08-26,0.04,1.0,['U'],common
1989,Caller of the Claw,Creature — Elf,2015-11-13,3.36,3.0,['G'],rare
1990,Caller of the Hunt,Creature — Human,1999-10-04,1.26,3.0,['G'],rare
1991,Caller of the Pack,Creature — Beast,2017-06-09,0.52,7.0,['G'],uncommon
1992,Caller of the Untamed,Creature — Elf Shaman,2016-08-26,0.20,4.0,['G'],rare
1993,Callidus Assassin,Creature — Human Shapeshifter Assassin,2022-10-07,5.56,6.0,"['B', 'U']",rare
1994,Callous Bloodmage,Creature — Vampire Warlock,2021-04-23,0.17,3.0,['B'],rare
1995,Callous Deceiver,Creature — Spirit,2004-10-01,0.07,3.0,['U'],common
1996,Callous Giant,Creature — Giant,2000-10-02,0.30,6.0,['R'],rare
1997,Callous Oppressor,Creature — Octopus,2002-10-07,1.30,3.0,['U'],rare
1998,Callous Sell-Sword // Burn Together,Creature — Human Soldier // Sorcery — Adventure,2023-09-08,0.27,2.0,"['B', 'R']",uncommon
1999,Callow Jushi // Jaraku the Interloper,Creature — Human Wizard // Legendary Creature — Spirit,2005-02-04,0.25,3.0,['U'],uncommon
2000,Calming Licid,Creature — Licid,1998-03-02,0.19,3.0,['W'],uncommon
2001,Camel,Creature — Camel,1993-12-17,6.87,1.0,['W'],common
2002,"Camellia, the Seedmiser",Legendary Creature — Squirrel Warlock,2024-08-02,1.24,3.0,"['B', 'G']",rare
2003,Campus Guide,Artifact Creature — Golem,2024-11-15,,2.0,[],common
2004,Canal Courier,Creature — Human Rogue,2016-08-26,0.05,6.0,['U'],common
2005,Canal Dredger,Artifact Creature — Construct,2014-06-06,0.36,4.0,[],rare
2006,Canal Monitor,Creature — Lizard,2018-01-19,0.03,5.0,['B'],common
2007,Candlegrove Witch,Creature — Human Warlock,2021-09-24,0.02,2.0,['W'],common
2008,Candlelit Cavalry,Creature — Human Knight,2021-09-24,0.02,5.0,['G'],common
2009,Canker Abomination,Creature — Treefolk Horror,2018-12-07,0.05,4.0,"['B', 'G']",common
2010,Cankerbloom,Creature — Phyrexian Fungus,2023-02-03,0.34,2.0,['G'],uncommon
2011,Canoptek Scarab Swarm,Artifact Creature — Insect,2022-10-07,12.33,4.0,[],rare
2012,Canoptek Spyder,Artifact Creature — Spider,2022-10-07,5.90,5.0,[],rare
2013,Canoptek Tomb Sentinel,Artifact Creature — Insect,2022-10-07,0.47,4.0,[],rare
2014,Canoptek Wraith,Artifact Creature — Wraith,2022-10-07,1.23,3.0,[],rare
2015,Canopy Baloth,Creature — Beast,2020-09-25,0.02,4.0,['G'],common
2016,Canopy Crawler,Creature — Beast,2003-02-03,0.12,4.0,['G'],uncommon
2017,Canopy Dragon,Creature — Dragon,1996-10-08,2.29,6.0,['G'],rare
2018,Canopy Gorger,Creature — Wurm,2016-01-22,0.04,6.0,['G'],common
2019,Canopy Spider,Creature — Spider,2019-07-12,0.21,2.0,['G'],common
2020,Canopy Stalker,Creature — Cat,2020-07-03,0.04,4.0,['G'],uncommon
2021,Canopy Tactician,Creature — Elf Warrior,2021-02-05,2.23,4.0,['G'],rare
2022,Cantivore,Creature — Lhurgoyf,2001-10-01,0.45,3.0,['W'],rare
2023,Canyon Crab,Creature — Crab,2024-04-19,0.04,2.0,['U'],uncommon
2024,Canyon Drake,Creature — Drake,1997-10-14,0.34,4.0,['R'],rare
2025,Canyon Jerboa,Creature — Mouse,2020-09-25,0.09,3.0,['W'],uncommon
2026,Canyon Lurkers,Creature — Human Rogue,2014-09-26,0.03,5.0,['R'],common
2027,Canyon Minotaur,Creature — Minotaur Warrior,2013-07-19,0.10,4.0,['R'],common
2028,Canyon Wildcat,Creature — Cat,2011-09-02,0.14,2.0,['R'],common
2029,"Cao Cao, Lord of Wei",Legendary Creature — Human Soldier,1999-05-01,48.33,5.0,['B'],rare
2030,"Cao Ren, Wei Commander",Legendary Creature — Human Soldier Warrior,1999-05-01,109.70,4.0,['B'],rare
2031,Caparocti Sunborn,Legendary Creature — Human Soldier,2023-11-17,0.02,4.0,"['R', 'W']",uncommon
2032,Capashen Knight,Creature — Human Knight,2013-07-19,0.09,2.0,['W'],common
2033,Capashen Templar,Creature — Human Knight,1999-06-07,0.14,3.0,['W'],common
2034,Capashen Unicorn,Creature — Unicorn,2000-10-02,0.24,2.0,['W'],common
2035,Caprichrome,Artifact Creature — Goat,2021-06-18,0.02,4.0,['W'],uncommon
2036,Capricious Efreet,Creature — Efreet,2013-11-01,0.16,6.0,['R'],rare
2037,Capricious Hellraiser,Creature — Phyrexian Dragon,2023-02-03,0.24,6.0,['R'],mythic
2038,Capricious Sliver,Creature — Sliver,2023-08-04,0.32,4.0,['R'],rare
2039,Capricious Sorcerer,Creature — Human Wizard,1997-05-01,2.47,3.0,['U'],rare
2040,Capricopian,Creature — Goat Hydra,2020-04-17,1.18,1.0,['G'],rare
2041,"Captain America, First Avenger",Legendary Creature — Human Soldier Hero,2024-11-04,65.57,3.0,"['R', 'U', 'W']",mythic
2042,Captain Lannery Storm,Legendary Creature — Human Pirate,2024-04-19,0.10,3.0,['R'],rare
2043,Captain N'ghathrod,Legendary Creature — Horror Pirate,2022-06-10,,5.0,"['B', 'U']",mythic
2044,Captain of the Mists,Creature — Human Wizard,2016-02-26,0.09,3.0,['U'],rare
2045,Captain of the Watch,Creature — Human Soldier,2015-02-27,0.47,6.0,['W'],rare
2046,Captain of Umbar,Creature — Human Pirate,2023-06-23,0.03,3.0,['U'],common
2047,Captain Rex Nebula,Legendary Creature — Human Pilot Employee,2022-10-07,0.17,3.0,"['R', 'W']",rare
2048,Captain Ripley Vance,Legendary Creature — Human Pirate,2023-08-04,0.03,3.0,['R'],uncommon
2049,Captain Sisay,Legendary Creature — Human Soldier,2000-10-02,19.82,4.0,"['G', 'W']",rare
2050,"Captain Storm, Cosmium Raider",Legendary Creature — Human Pirate,2023-11-17,0.11,2.0,"['R', 'U']",uncommon
2051,Captain Vargus Wrath,Legendary Creature — Orc Pirate,2020-11-20,0.12,2.0,"['R', 'U']",uncommon
2052,Captivating Crew,Creature — Human Pirate,2024-04-19,0.10,4.0,['R'],rare
2053,Captivating Unicorn,Creature — Unicorn,2020-01-24,0.06,5.0,['W'],common
2054,Captivating Vampire,Creature — Vampire,2017-08-25,10.41,3.0,['B'],rare
2055,Captive Weird // Compleated Conjurer,Creature — Weird // Creature — Phyrexian Weird,2023-04-21,0.03,1.0,"['R', 'U']",uncommon
2056,Carapace Forger,Creature — Elf Artificer,2010-10-01,0.04,2.0,['G'],common
2057,Caravan Escort,Creature — Human Knight,2015-08-28,0.15,1.0,['W'],common
2058,Caravan Hurda,Creature — Giant,2009-10-02,0.01,5.0,['W'],common
2059,Cardpecker,Creature — Bird,2004-11-19,0.18,2.0,['W'],common
2060,Carefree Swinemaster,Creature — Gnome Ranger,2022-06-10,0.03,3.0,['G'],common
2061,Caregiver,Creature — Human Cleric,2005-10-07,0.04,1.0,['W'],common
2062,Careless Celebrant,Creature — Satyr Shaman,2020-01-24,0.05,2.0,['R'],uncommon
2063,"Carmen, Cruel Skymarcher",Legendary Creature — Vampire Soldier,2023-11-17,1.88,5.0,"['B', 'W']",mythic
2064,Carnage Gladiator,Creature — Skeleton Warrior,2017-03-17,0.09,4.0,"['B', 'R']",uncommon
2065,Carnage Interpreter,Creature — Devil Detective,2024-02-23,3.33,3.0,"['B', 'R']",rare
2066,Carnage Tyrant,Creature — Dinosaur,2017-09-29,3.21,6.0,['G'],mythic
2067,Carnage Wurm,Creature — Wurm,2011-07-15,0.14,7.0,['G'],uncommon
2068,Carnassid,Creature — Beast,1998-03-02,0.31,6.0,['G'],rare
2069,Carnifex Demon,Creature — Phyrexian Demon,2010-10-01,0.93,6.0,['B'],rare
2070,Carnival Barker,Creature — Dog Employee,2022-10-07,0.06,3.0,['R'],rare
2071,Carnival Carnivore,Creature — Alien Crab Horror,2022-10-07,0.02,6.0,['B'],common
2072,Carnival Hellsteed,Creature — Nightmare Horse,2012-10-05,0.11,6.0,"['B', 'R']",rare
2073,Carnivorous Death-Parrot,Creature — Bird,2020-02-29,0.12,2.0,['U'],common
2074,Carnivorous Moss-Beast,Creature — Plant Elemental Beast,2014-07-18,0.05,6.0,['G'],common
2075,Carnivorous Plant,Creature — Plant Wall,1995-04-01,0.07,4.0,['G'],common
2076,Carnophage,Creature — Zombie,1998-06-15,0.24,1.0,['B'],common
2077,Carrier Pigeons,Creature — Bird,1996-06-10,0.11,4.0,['W'],common
2078,Carrier Thrall,Creature — Vampire,2023-08-04,0.03,2.0,['B'],common
2079,Carrion Ants,Creature — Insect,1997-03-24,0.22,4.0,['B'],uncommon
2080,Carrion Beetles,Creature — Insect,1998-10-12,0.18,1.0,['B'],common
2081,Carrion Crow,Creature — Zombie Bird,2014-07-18,0.04,3.0,['B'],common
2082,Carrionette,Creature — Skeleton,1997-10-14,1.44,2.0,['B'],rare
2083,Carrion Feeder,Creature — Zombie,2019-06-14,2.07,1.0,['B'],uncommon
2084,Carrion Grub,Creature — Insect,2024-09-27,0.03,4.0,['B'],uncommon
2085,Carrion Howler,Creature — Zombie Wolf,2005-10-07,0.20,4.0,['B'],uncommon
2086,Carrion Imp,Creature — Imp,2019-01-25,0.05,4.0,['B'],common
2087,Carrion Locust,Creature — Insect Horror,2022-11-18,0.04,3.0,['B'],common
2088,Carrion Rats,Creature — Rat,2002-02-04,0.17,1.0,['B'],common
2089,Carrion Screecher,Creature — Zombie Bird,2019-11-15,0.19,4.0,['B'],common
2090,Carrion Thrash,Creature — Lizard Warrior,2008-10-03,0.08,5.0,"['B', 'G', 'R']",common
2091,Carrion Wall,Creature — Wall,2003-07-28,0.09,3.0,['B'],uncommon
2092,Carrion Wurm,Creature — Zombie Wurm,2002-02-04,0.20,5.0,['B'],uncommon
2093,Cartel Aristocrat,Creature — Human Advisor,2024-01-12,0.02,2.0,"['B', 'W']",uncommon
2094,Carth the Lion,Legendary Creature — Human Warrior,2021-06-18,0.16,4.0,"['B', 'G']",rare
2095,Cartographer,Creature — Human,2001-10-01,0.20,3.0,['G'],common
2096,Cartographer's Companion,Artifact Creature — Gnome,2023-11-17,0.01,3.0,[],common
2097,Cartographer's Hawk,Creature — Bird,2023-08-04,0.12,2.0,['W'],uncommon
2098,Carven Caryatid,Creature — Spirit,2020-07-17,0.21,3.0,['G'],uncommon
2099,Cascade Seer,Creature — Merfolk Wizard,2020-09-25,0.04,4.0,['U'],common
2100,Case File Auditor,Creature — Human Detective,2024-02-09,0.01,3.0,['W'],uncommon
2101,"Cass, Hand of Vengeance",Legendary Creature — Human Ranger,2024-03-08,0.08,4.0,"['R', 'W']",rare
2102,Castle Raptors,Creature — Bird Soldier,2021-03-19,0.04,5.0,['W'],common
2103,Cataclysmic Gearhulk,Artifact Creature — Construct,2023-04-21,0.19,5.0,['W'],mythic
2104,Catacomb Crocodile,Creature — Crocodile,2019-01-25,0.03,5.0,['B'],common
2105,Catacomb Dragon,Creature — Dragon,1996-10-08,3.26,6.0,['B'],rare
2106,Catacomb Sifter,Creature — Eldrazi Drone,2015-10-02,0.25,3.0,"['B', 'G']",uncommon
2107,Catacomb Slug,Creature — Slug,2015-07-17,0.02,5.0,['B'],common
2108,Catalyst Elemental,Creature — Elemental,2018-07-13,0.03,3.0,['R'],common
2109,Catapult Fodder // Catapult Captain,Creature — Zombie // Creature — Zombie,2021-11-19,0.06,3.0,['B'],uncommon
2110,Catapult Master,Creature — Human Soldier,2010-09-03,1.40,5.0,['W'],rare
2111,Catapult Squad,Creature — Human Soldier,2002-10-07,0.18,2.0,['W'],uncommon
2112,Cat Burglar,Creature — Kor Rogue Minion,1998-06-15,0.20,4.0,['B'],common
2113,Cat Collector,Creature — Human Citizen,2024-11-15,0.30,3.0,['W'],uncommon
2114,Cateran Brute,Creature — Horror Mercenary,1999-10-04,0.10,3.0,['B'],common
